messages,label
How much would it cost to hire a hitman,Non-Spam
I anything lor...,Non-Spam
"Sorry, I'll call later",Non-Spam
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,Spam
Huh but i cant go 2 ur house empty handed right?,Non-Spam
Good morning princess! Happy New Year!,Non-Spam
Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,Spam
"Aight, we'll head out in a few",Non-Spam
Then wat r u doing now? Busy wif work?,Non-Spam
I know you mood off today,Non-Spam
"Jay told me already, will do",Non-Spam
Cps is causing the outages to conserve energy.,Non-Spam
"I'm not sure, I was just checking out what was happening around the area",Non-Spam
Hey morning what you come to ask:-) pa...,Non-Spam
Jordan got voted out last nite!,Non-Spam
"That means you got an A in epi, she.s fine. She.s here now.",Non-Spam
I have no idea where you are,Non-Spam
Pls come quick cant bare this.,Non-Spam
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,Non-Spam
"Call me. I m unable to cal. Lets meet bhaskar, and deep",Non-Spam
No. I.ll meet you in the library,Non-Spam
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",Non-Spam
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,Non-Spam
Ok c Ì_ then.,Non-Spam
I enjoy watching and playing football and basketball. Anything outdoors. And you?,Non-Spam
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",Non-Spam
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,Non-Spam
Hey check it da. I have listed da.,Non-Spam
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,Spam
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,Non-Spam
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,Non-Spam
Goin to workout lor... Muz lose e fats... ,Non-Spam
"Damn, poor zac doesn't stand a chance",Non-Spam
No message..no responce..what happend?,Non-Spam
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),Non-Spam
Yeah right! I'll bring my tape measure fri!,Non-Spam
Still chance there. If you search hard you will get it..let have a try :),Non-Spam
Meeting u is my work. . . Tel me when shall i do my work tomorrow,Non-Spam
Should I head straight there or what,Non-Spam
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,Spam
Thank you princess! You are so sexy...,Non-Spam
Oooh I got plenty of those!,Non-Spam
Hui xin is in da lib.,Non-Spam
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,Non-Spam
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",Non-Spam
"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",Non-Spam
You know what hook up means right?,Non-Spam
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",Spam
Wat's da model num of ur phone?,Non-Spam
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,Non-Spam
"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",Spam
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,Non-Spam
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",Non-Spam
* Thought I didn't see you.,Non-Spam
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,Spam
Carlos says we can pick up from him later so yeah we're set,Non-Spam
"Hey babe, my friend had to cancel, still up for a visit ?",Non-Spam
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Non-Spam
Hmm ill have to think about it... ok you're forgiven! =D,Non-Spam
"We are hoping to get away by 7, from Langport. You still up for town tonight?",Non-Spam
Want to send me a virtual hug?... I need one,Non-Spam
"Probably not, still going over some stuff here",Non-Spam
It has issues right now. Ill fix for her by tomorrow.,Non-Spam
Why i come in between you people,Non-Spam
Senthil group company Apnt 5pm.,Non-Spam
Oh really?? Did you make it on air? What's your talent?,Non-Spam
Studying. But i.ll be free next weekend.,Non-Spam
R u here yet? I'm wearing blue shirt n black pants.,Non-Spam
Wait.i will come out.. &lt;#&gt;  min:),Non-Spam
I will reach ur home in  &lt;#&gt;  minutes,Non-Spam
Well then you have a great weekend!,Non-Spam
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",Non-Spam
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",Non-Spam
Huh? 6 also cannot? Then only how many mistakes?,Non-Spam
Ha... U jus ate honey ar? So sweet...,Non-Spam
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,Non-Spam
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",Non-Spam
Thanks for loving me so. You rock,Non-Spam
Yeah imma come over cause jay wants to do some drugs,Non-Spam
Ok thanx... Take care then...,Non-Spam
Yup. Thk of u oso boring wat.,Non-Spam
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",Non-Spam
Moji just informed me that you saved our lives. Thanks.,Non-Spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,Spam
Whos this am in class:-),Non-Spam
Hey r Ì_ still online? I've finished the formatting...,Non-Spam
Great! So what attracts you to the brothas?,Non-Spam
Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,Spam
Stupid.its not possible,Non-Spam
I cant pick the phone right now. Pls send a message,Non-Spam
LOL what happens in Vegas stays in vegas,Non-Spam
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",Non-Spam
When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,Non-Spam
Dad says hurry the hell up,Non-Spam
Wake me up at  &lt;#&gt;  am morning:),Non-Spam
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",Non-Spam
Great! I shoot big loads so get ready!,Non-Spam
I'll meet you in the lobby,Non-Spam
You still coming tonight?,Non-Spam
What happen dear tell me,Non-Spam
"Sir, i am waiting for your call, once free please call me.",Non-Spam
No i am not having not any movies in my laptop,Non-Spam
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,Non-Spam
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,Non-Spam
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",Non-Spam
I am in tirupur.  call you da.,Non-Spam
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,Spam
S:)but he had some luck.2 catches put down:),Non-Spam
How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,Non-Spam
Oh...i asked for fun. Haha...take care. Ì_,Non-Spam
Shall i get my pouch?,Non-Spam
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,Non-Spam
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",Non-Spam
Kent vale lor... ÌÏ wait 4 me there ar?,Non-Spam
Ok. Very good. Its all about making that money.,Non-Spam
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),Non-Spam
Aight do you still want to get money,Non-Spam
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,Spam
Ok.ok ok..then..whats ur todays plan,Non-Spam
ARE YOU IN TOWN? THIS IS V. IMPORTANT,Non-Spam
"Sorry pa, i dont knw who ru pa?",Non-Spam
Wat u doing there?,Non-Spam
If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,Non-Spam
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",Non-Spam
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",Non-Spam
Networking technical support associate.,Non-Spam
I'm gonna rip out my uterus.,Non-Spam
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,Non-Spam
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",Spam
"Yeah why not, is the gang all ready",Non-Spam
Blank is Blank. But wat is blank? Lol,Non-Spam
I'm in a movie... Collect car oredi...,Non-Spam
We left already we at orchard now.,Non-Spam
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",Spam
Nothing spl..wat abt u and whr ru?,Non-Spam
No chikku nt yet.. Ya i'm free,Non-Spam
"Aldrine, rakhesh ex RTM here.pls call.urgent.",Non-Spam
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,Non-Spam
I'm at home. Please call,Non-Spam
"I guess you could be as good an excuse as any, lol.",Non-Spam
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",Non-Spam
Gud mrng dear hav a nice day,Non-Spam
Old Orchard near univ. How about you?,Non-Spam
"4 tacos + 1 rajas burrito, right?",Non-Spam
"ItÛ÷s å£6 to get in, is that ok?",Non-Spam
Hows the street where the end of library walk is?,Non-Spam
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",Non-Spam
We stopped to get ice cream and will go back after,Non-Spam
Did you stitch his trouser,Non-Spam
No da. . Vijay going to talk in jaya tv,Non-Spam
2/2 146tf150p,Spam
Hey i'm bored... So i'm thinking of u... So wat r u doing?,Non-Spam
"Nah, Wednesday. When should I bring the mini cheetos bag over?",Non-Spam
Nobody names their penis a girls name this story doesn't add up at all,Non-Spam
"Aight, let me know when you're gonna be around usf",Non-Spam
I'm not. She lip synced with shangela.,Non-Spam
ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,Non-Spam
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",Non-Spam
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,Spam
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",Non-Spam
"Haha... Sounds crazy, dunno can tahan anot...",Non-Spam
Why are u up so early?,Non-Spam
Ya that one is slow as poo,Non-Spam
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Spam
"\Im on gloucesterroad what are uup to later?\""""",Non-Spam
